CountyName ,Race/Ethnicity,PeopleVaccinated,PeopleFullyVaccinated,TotalVaccinations,CountyNames
Hill,White,9550,8518,17554,Hill
Hockley,Asian,44,40,82,Hockley
Hockley,Black,228,192,418,Hockley
Hockley,Hispanic,4197,3680,7756,Hockley
Hockley,Other,1063,891,1972,Hockley
Hockley,Unknown,996,880,1767,Hockley
Hockley,White,3722,3378,7030,Hockley
Hood,Asian,256,233,493,Hood
Hood,Black,165,149,323,Hood
Hood,Hispanic,2543,2242,4767,Hood
Hood,Other,4333,3914,9102,Hood
Hood,Unknown,1010,829,1835,Hood
Hood,White,22410,20404,44034,Hood
Hopkins,Asian,149,131,285,Hopkins
Hopkins,Black,853,747,1620,Hopkins
Hopkins,Hispanic,2312,2022,4220,Hopkins
Hopkins,Other,2885,2588,5732,Hopkins
Hopkins,Unknown,788,620,1305,Hopkins
Hopkins,White,8343,7416,16012,Hopkins
Houston,Asian,92,75,160,Houston
Houston,Black,2260,2008,4233,Houston
Houston,Hispanic,990,822,1751,Houston
Houston,Other,1154,1026,2183,Houston
Houston,Unknown,531,417,929,Houston
Houston,White,4962,4517,9502,Houston
Howard,Asian,118,95,209,Howard
Howard,Black,224,188,379,Howard
Howard,Hispanic,4380,3806,7263,Howard
Howard,Other,3045,2804,6031,Howard
Howard,Unknown,957,784,1696,Howard
Howard,White,4572,4027,8442,Howard
Hudspeth,Asian,15,14,29,Hudspeth
Hudspeth,Black,40,33,69,Hudspeth
Hudspeth,Hispanic,2253,2011,4310,Hudspeth
Hudspeth,Other,112,95,210,Hudspeth
Hudspeth,Unknown,148,124,281,Hudspeth
Hudspeth,White,742,677,995,Hudspeth
Hunt,Asian,568,510,1054,Hunt
Hunt,Black,2470,2114,4636,Hunt
Hunt,Hispanic,7259,6028,13079,Hunt
Hunt,Other,5090,4527,10260,Hunt
Hunt,Unknown,2438,2030,4271,Hunt
Hunt,White,25239,22419,48628,Hunt
Hutchinson,Asian,43,35,80,Hutchinson
Hutchinson,Black,105,92,194,Hutchinson
Hutchinson,Hispanic,1401,1197,2588,Hutchinson
Hutchinson,Other,1049,896,2025,Hutchinson
Hutchinson,Unknown,844,679,1551,Hutchinson
Hutchinson,White,4098,3637,7884,Hutchinson
Irion,Asian,2,1,3,Irion
Irion,Black,7,6,14,Irion
Irion,Hispanic,127,120,263,Irion
Irion,Other,140,123,270,Irion
Irion,Unknown,24,21,41,Irion
Irion,White,360,320,718,Irion
Jack,Asian,21,19,37,Jack
Jack,Black,160,133,293,Jack
Jack,Hispanic,478,408,842,Jack
Jack,Other,341,286,663,Jack
Jack,Unknown,298,249,541,Jack
Jack,White,2285,2061,4263,Jack
Jackson,Asian,62,54,111,Jackson
Jackson,Black,278,239,550,Jackson
Jackson,Hispanic,1358,1154,2562,Jackson
Jackson,Other,680,584,1303,Jackson
Jackson,Unknown,1473,1319,2705,Jackson
Jackson,White,2866,2623,5842,Jackson
Jasper,Asian,80,73,157,Jasper
Jasper,Black,1835,1631,3418,Jasper
Jasper,Hispanic,764,662,1389,Jasper
Jasper,Other,1713,1502,3365,Jasper
Jasper,Unknown,2225,1899,4064,Jasper
Jasper,White,6917,6179,12957,Jasper
Jeff Davis,Asian,5,5,9,Jeff Davis
Jeff Davis,Black,1,1,2,Jeff Davis
Jeff Davis,Hispanic,414,359,795,Jeff Davis
Jeff Davis,Other,100,85,200,Jeff Davis
Jeff Davis,Unknown,94,86,171,Jeff Davis
Jeff Davis,White,621,576,1311,Jeff Davis
Jefferson,Asian,7587,6710,13179,Jefferson
Jefferson,Black,31625,27367,62087,Jefferson
Jefferson,Hispanic,21313,17598,39371,Jefferson
Jefferson,Other,21227,18885,43356,Jefferson
Jefferson,Unknown,8143,6769,15623,Jefferson
Jefferson,White,37887,33297,74139,Jefferson
Jim Hogg,Asian,12,3,16,Jim Hogg
Jim Hogg,Black,6,4,11,Jim Hogg
Jim Hogg,Hispanic,2599,2056,4882,Jim Hogg
Jim Hogg,Other,203,170,410,Jim Hogg
Jim Hogg,Unknown,138,113,255,Jim Hogg
Jim Hogg,White,395,350,803,Jim Hogg
Jim Wells,Asian,74,63,143,Jim Wells
Jim Wells,Black,60,53,116,Jim Wells
Jim Wells,Hispanic,15047,12885,29731,Jim Wells
Jim Wells,Other,1812,1535,3684,Jim Wells
Jim Wells,Unknown,1553,1233,2838,Jim Wells
Jim Wells,White,5800,4958,11285,Jim Wells
Johnson,Asian,1017,915,1918,Johnson
Johnson,Black,3105,2728,5855,Johnson
Johnson,Hispanic,14072,12035,25846,Johnson
Johnson,Other,12049,10513,23732,Johnson
Johnson,Unknown,3738,3051,6614,Johnson
Johnson,White,47799,42896,91901,Johnson
Jones,Asian,62,52,113,Jones
Jones,Black,879,804,1417,Jones
Jones,Hispanic,1472,1117,2410,Jones
Jones,Other,1932,1519,3082,Jones
Jones,Unknown,650,578,1257,Jones
Jones,White,4409,3973,7870,Jones
Karnes,Asian,45,43,87,Karnes
Karnes,Black,577,542,1107,Karnes
Karnes,Hispanic,3123,2788,5474,Karnes
Karnes,Other,1123,1032,2171,Karnes
Karnes,Unknown,665,584,1303,Karnes
Karnes,White,2864,2640,5355,Karnes
Kaufman,Asian,1240,1095,2353,Kaufman
Kaufman,Black,8806,7701,16602,Kaufman
Kaufman,Hispanic,15039,12776,27660,Kaufman
Kaufman,Other,8536,7481,16813,Kaufman
Kaufman,Unknown,5726,4665,10411,Kaufman
Kaufman,White,32661,29139,62343,Kaufman
Kendall,Asian,335,299,645,Kendall
Kendall,Black,215,179,408,Kendall
Kendall,Hispanic,4914,4289,9178,Kendall
Kendall,Other,5218,4700,10667,Kendall
Kendall,Unknown,1694,1376,3021,Kendall
Kendall,White,17819,16131,34720,Kendall
Kenedy,Asian,1,1,2,Kenedy
Kenedy,Black,2,2,4,Kenedy
Kenedy,Hispanic,144,125,282,Kenedy
Kenedy,Other,17,12,31,Kenedy
Kenedy,Unknown,45,42,93,Kenedy
Kenedy,White,29,26,63,Kenedy
Kent,Black,2,2,4,Kent
Kent,Hispanic,29,26,54,Kent
Kent,Other,17,14,33,Kent
Kent,Unknown,52,47,101,Kent
Kent,White,206,186,377,Kent
Kerr,Asian,247,219,449,Kerr
Kerr,Black,236,197,411,Kerr
Kerr,Hispanic,3830,3246,6929,Kerr
Kerr,Other,4178,3663,8216,Kerr
Kerr,Unknown,1769,1535,3200,Kerr
Kerr,White,16196,14507,30891,Kerr
Kimble,Asian,7,7,13,Kimble
Kimble,Black,5,5,10,Kimble
Kimble,Hispanic,170,147,350,Kimble
Kimble,Other,163,150,355,Kimble
Kimble,Unknown,122,94,218,Kimble
Kimble,White,1522,1360,2944,Kimble
King,Asian,3,2,4,King
King,Hispanic,17,14,28,King
King,Other,4,2,6,King
King,Unknown,3,2,5,King
King,White,31,26,54,King
Kinney,Asian,7,6,13,Kinney
Kinney,Black,15,12,28,Kinney
Kinney,Hispanic,798,669,1452,Kinney
Kinney,Other,157,135,326,Kinney
Kinney,Unknown,76,56,133,Kinney
Kinney,White,816,693,1547,Kinney
Kleberg,Asian,461,405,880,Kleberg
Kleberg,Black,354,304,681,Kleberg
Kleberg,Hispanic,11818,10349,23642,Kleberg
Kleberg,Other,1706,1488,3517,Kleberg
Kleberg,Unknown,1946,1652,3873,Kleberg
Kleberg,White,3661,3207,7220,Kleberg
Knox,Asian,10,9,18,Knox
Knox,Black,46,42,76,Knox
Knox,Hispanic,333,284,586,Knox
Knox,Other,236,223,454,Knox
Knox,Unknown,128,118,246,Knox
Knox,White,702,632,1321,Knox
La Salle,Asian,14,13,29,La Salle
La Salle,Black,172,162,299,La Salle
La Salle,Hispanic,2874,2473,5307,La Salle
La Salle,Other,354,306,661,La Salle
La Salle,Unknown,1055,922,2020,La Salle
La Salle,White,506,456,996,La Salle
Lamar,Asian,229,201,435,Lamar
Lamar,Black,2012,1749,3840,Lamar
Lamar,Hispanic,1184,1003,2114,Lamar
Lamar,Other,2464,2167,4931,Lamar
Lamar,Unknown,1869,1677,3923,Lamar
Lamar,White,12012,10769,23187,Lamar
Lamb,Asian,6,6,12,Lamb
Lamb,Black,203,172,360,Lamb
Lamb,Hispanic,2231,1922,3973,Lamb
Lamb,Other,549,474,1061,Lamb
Lamb,Unknown,844,775,1636,Lamb
Lamb,White,1684,1477,3130,Lamb
Lampasas,Asian,101,85,191,Lampasas
Lampasas,Black,260,207,466,Lampasas
Lampasas,Hispanic,1250,1079,2294,Lampasas
Lampasas,Other,1764,1575,3482,Lampasas
Lampasas,Unknown,866,710,1462,Lampasas
Lampasas,White,5787,5068,10805,Lampasas
Lavaca,Asian,61,53,110,Lavaca
Lavaca,Black,363,337,643,Lavaca
Lavaca,Hispanic,1161,1019,2019,Lavaca
Lavaca,Other,737,665,1417,Lavaca
Lavaca,Unknown,633,510,1105,Lavaca
Lavaca,White,6077,5672,11418,Lavaca
Lee,Asian,31,28,61,Lee
Lee,Black,682,603,1300,Lee
Lee,Hispanic,1562,1339,2732,Lee
Lee,Other,1116,970,2176,Lee
Lee,Unknown,696,558,1168,Lee
Lee,White,4300,3856,8224,Lee
Leon,Asian,72,61,130,Leon
Leon,Black,453,375,788,Leon
Leon,Hispanic,724,591,1240,Leon
Leon,Other,1027,898,1996,Leon
Leon,Unknown,294,223,493,Leon
Leon,White,4623,4090,8248,Leon
Liberty,Asian,311,283,573,Liberty
Liberty,Black,2944,2594,5634,Liberty
Liberty,Hispanic,13203,11131,23906,Liberty
Liberty,Other,6014,5227,11776,Liberty
Liberty,Unknown,2180,1667,3726,Liberty
Liberty,White,15467,13618,28978,Liberty
Limestone,Asian,98,91,188,Limestone
Limestone,Black,1144,988,2095,Limestone
Limestone,Hispanic,1459,1259,2390,Limestone
Limestone,Other,1822,1590,3436,Limestone
Limestone,Unknown,487,389,765,Limestone
Limestone,White,4505,4003,8441,Limestone
Lipscomb,Asian,6,6,12,Lipscomb
Lipscomb,Hispanic,247,231,463,Lipscomb
Lipscomb,Other,69,58,141,Lipscomb
Lipscomb,Unknown,163,150,319,Lipscomb
Lipscomb,White,490,458,954,Lipscomb
Live Oak,Asian,18,14,32,Live Oak
Live Oak,Black,14,11,23,Live Oak
Live Oak,Hispanic,1469,1273,2844,Live Oak
Live Oak,Other,485,444,1002,Live Oak
Live Oak,Unknown,398,343,754,Live Oak
Live Oak,White,1854,1645,3560,Live Oak
Llano,Asian,71,63,131,Llano
Llano,Black,43,35,81,Llano
Llano,Hispanic,846,714,1532,Llano
Llano,Other,1322,1213,2787,Llano
Llano,Unknown,1025,904,1872,Llano
Llano,White,8331,7519,16115,Llano
Loving,Hispanic,8,8,16,Loving
Loving,Other,4,4,9,Loving
Loving,Unknown,1,1,2,Loving
Loving,White,28,19,47,Loving
Lubbock,Asian,4301,3862,8251,Lubbock
Lubbock,Black,6729,5690,12196,Lubbock
Lubbock,Hispanic,41903,36461,78005,Lubbock
Lubbock,Other,23422,20550,46497,Lubbock
Lubbock,Unknown,11520,9884,21676,Lubbock
Lubbock,White,64753,57983,123642,Lubbock
Lynn,Asian,7,7,16,Lynn
Lynn,Black,27,26,56,Lynn
Lynn,Hispanic,963,839,1804,Lynn
Lynn,Other,253,231,496,Lynn
Lynn,Unknown,216,181,420,Lynn
Lynn,White,957,862,1805,Lynn
Madison,Asian,48,43,93,Madison
Madison,Black,1076,942,1979,Madison
Madison,Hispanic,1131,869,1923,Madison
Madison,Other,1012,887,1966,Madison
Madison,Unknown,215,139,325,Madison
Madison,White,2828,2529,5261,Madison
Marion,Asian,19,14,32,Marion
Marion,Black,823,717,1522,Marion
Marion,Hispanic,140,121,257,Marion
Marion,Other,583,531,1162,Marion
Marion,Unknown,210,158,355,Marion
Marion,White,2376,2147,4386,Marion
Martin,Asian,2,2,4,Martin
Martin,Black,8,8,16,Martin
Martin,Hispanic,726,590,1308,Martin
Martin,Other,160,140,296,Martin
Martin,Unknown,328,237,559,Martin
Martin,White,755,637,1402,Martin
Mason,Asian,1,1,2,Mason
Mason,Black,4,3,8,Mason
Mason,Hispanic,346,300,666,Mason
Mason,Other,239,229,507,Mason
Mason,Unknown,95,84,178,Mason
Mason,White,1453,1344,2870,Mason
Matagorda,Asian,512,437,956,Matagorda
Matagorda,Black,1321,1168,2564,Matagorda
Matagorda,Hispanic,5916,5039,10879,Matagorda
Matagorda,Other,3456,2874,6676,Matagorda
Matagorda,Unknown,686,476,1114,Matagorda
Matagorda,White,6297,5604,11934,Matagorda
Maverick,Asian,62,49,116,Maverick
Maverick,Black,45,34,75,Maverick
Maverick,Hispanic,39130,29490,66702,Maverick
Maverick,Other,2983,2458,5464,Maverick
Maverick,Unknown,3326,2249,5532,Maverick
Maverick,White,7889,5861,13388,Maverick
McCulloch,Asian,20,16,33,McCulloch
McCulloch,Black,40,39,83,McCulloch
McCulloch,Hispanic,618,556,1208,McCulloch
McCulloch,Other,141,123,278,McCulloch
McCulloch,Unknown,140,108,244,McCulloch
McCulloch,White,2213,1983,4222,McCulloch
McLennan,Asian,2796,2482,5223,McLennan
McLennan,Black,13636,11754,25181,McLennan
McLennan,Hispanic,24110,20928,43910,McLennan
McLennan,Other,16161,14313,31517,McLennan
McLennan,Unknown,7679,6145,13657,McLennan
McLennan,White,69595,62001,131243,McLennan
McMullen,Black,1,1,2,McMullen
McMullen,Hispanic,110,99,204,McMullen
McMullen,Other,52,50,102,McMullen
McMullen,Unknown,13,11,24,McMullen
McMullen,White,161,148,295,McMullen
Medina,Asian,154,142,294,Medina
Medina,Black,652,618,1243,Medina
Medina,Hispanic,9971,8930,18883,Medina
Medina,Other,4837,4356,9541,Medina
Medina,Unknown,1742,1374,3091,Medina
Medina,White,10968,10095,21013,Medina
Menard,Asian,1,1,2,Menard
Menard,Black,7,7,17,Menard
Menard,Hispanic,258,229,537,Menard
Menard,Other,74,65,151,Menard
Menard,Unknown,31,27,55,Menard
Menard,White,737,700,1435,Menard
Midland,Asian,1843,1637,3648,Midland
Midland,Black,3567,3105,6837,Midland
Midland,Hispanic,29410,25222,55943,Midland
Midland,Other,9394,8113,18472,Midland
Midland,Unknown,4433,3491,7931,Midland
Midland,White,30042,26764,59258,Midland
Milam,Asian,77,67,154,Milam
Milam,Black,770,680,1441,Milam
Milam,Hispanic,2201,1964,4163,Milam
Milam,Other,1324,1176,2596,Milam
Milam,Unknown,801,655,1446,Milam
Milam,White,6368,5871,12386,Milam
Mills,Asian,11,10,19,Mills
Mills,Black,4,3,7,Mills
Mills,Hispanic,250,230,485,Mills
Mills,Other,130,119,263,Mills
Mills,Unknown,273,207,481,Mills
Mills,White,1458,1300,2882,Mills
Mitchell,Asian,23,23,48,Mitchell
Mitchell,Black,257,246,434,Mitchell
Mitchell,Hispanic,783,695,1467,Mitchell
Mitchell,Other,515,454,925,Mitchell
Mitchell,Unknown,273,243,571,Mitchell
Mitchell,White,1295,1177,2424,Mitchell
Montague,Asian,52,51,103,Montague
Montague,Black,19,16,31,Montague
Montague,Hispanic,675,556,1176,Montague
Montague,Other,765,677,1523,Montague
Montague,Unknown,743,641,1381,Montague
Montague,White,5239,4507,9910,Montague
Montgomery,Asian,11215,10079,21599,Montgomery
Montgomery,Black,14500,12455,27051,Montgomery
Montgomery,Hispanic,81271,68292,146823,Montgomery
Montgomery,Other,62209,55384,123556,Montgomery
Montgomery,Unknown,15862,12216,26374,Montgomery
Montgomery,White,163067,144064,311475,Montgomery
Moore,Asian,221,125,345,Moore
Moore,Black,120,59,176,Moore
Moore,Hispanic,5441,4315,9747,Moore
Moore,Other,1187,905,2176,Moore
Moore,Unknown,1174,835,2086,Moore
Moore,White,2301,1885,4262,Moore
Morris,Asian,19,17,33,Morris
Morris,Black,1074,923,1984,Morris
Morris,Hispanic,476,402,849,Morris
Morris,Other,558,510,1129,Morris
Morris,Unknown,335,236,568,Morris
Morris,White,3116,2801,5833,Morris
Motley,Black,5,4,9,Motley
Motley,Hispanic,44,25,67,Motley
Motley,Other,137,77,224,Motley
Motley,Unknown,13,12,29,Motley
Motley,White,239,173,416,Motley
Nacogdoches,Asian,486,438,907,Nacogdoches
Nacogdoches,Black,4150,3514,7416,Nacogdoches
Nacogdoches,Hispanic,5133,4111,8774,Nacogdoches
Nacogdoches,Other,3354,2968,6688,Nacogdoches
Nacogdoches,Unknown,2255,1839,4043,Nacogdoches
Nacogdoches,White,15322,13500,27858,Nacogdoches
Navarro,Asian,239,207,459,Navarro
Navarro,Black,2015,1775,3805,Navarro
Navarro,Hispanic,4865,4208,9022,Navarro
Navarro,Other,4094,3530,7847,Navarro
Navarro,Unknown,2077,1705,3800,Navarro
Navarro,White,10693,9561,20626,Navarro
Newton,Asian,21,18,39,Newton
Newton,Black,756,677,1451,Newton
Newton,Hispanic,75,64,133,Newton
Newton,Other,325,290,638,Newton
Newton,Unknown,488,403,890,Newton
Newton,White,1842,1639,3476,Newton
Nolan,Asian,60,53,106,Nolan
Nolan,Black,195,175,347,Nolan
Nolan,Hispanic,1886,1720,3354,Nolan
Nolan,Other,518,456,981,Nolan
Nolan,Unknown,410,345,769,Nolan
Nolan,White,3431,3199,6384,Nolan
Nueces,Asian,4802,4242,8494,Nueces
Nueces,Black,4883,4173,9118,Nueces
Nueces,Hispanic,106623,91925,203580,Nueces
Nueces,Other,26093,22777,52884,Nueces
Nueces,Unknown,12618,10717,23571,Nueces
Nueces,White,58873,51812,113187,Nueces
Ochiltree,Asian,15,13,27,Ochiltree
Ochiltree,Black,4,3,6,Ochiltree
Ochiltree,Hispanic,1897,1664,3456,Ochiltree
Ochiltree,Other,253,214,478,Ochiltree
Ochiltree,Unknown,387,365,757,Ochiltree
Ochiltree,White,1340,1200,2531,Ochiltree
Oldham,Asian,20,16,37,Oldham
Oldham,Black,7,5,12,Oldham
Oldham,Hispanic,110,95,200,Oldham
Oldham,Other,103,94,212,Oldham
Oldham,Unknown,91,80,175,Oldham
Oldham,White,447,396,852,Oldham
Orange,Asian,568,475,1047,Orange
Orange,Black,2350,2004,4310,Orange
Orange,Hispanic,2118,1760,3881,Orange
Orange,Other,5650,5036,11368,Orange
Orange,Unknown,1945,1515,3400,Orange
Orange,White,19054,16547,36007,Orange
Palo Pinto,Asian,103,84,186,Palo Pinto
Palo Pinto,Black,189,160,350,Palo Pinto
Palo Pinto,Hispanic,1839,1549,3325,Palo Pinto
Palo Pinto,Other,1764,1581,3586,Palo Pinto
Palo Pinto,Unknown,581,511,1084,Palo Pinto
Palo Pinto,White,6960,6231,13380,Palo Pinto
Panola,Asian,51,51,94,Panola
Panola,Black,1275,1140,2307,Panola
Panola,Hispanic,660,586,1204,Panola
Panola,Other,1221,1109,2375,Panola
Panola,Unknown,457,359,781,Panola
Panola,White,4915,4361,9023,Panola
Parker,Asian,593,535,1133,Parker
Parker,Black,657,581,1232,Parker
Parker,Hispanic,6353,5525,11798,Parker
Parker,Other,9560,8717,19894,Parker
Parker,Unknown,4257,3737,7960,Parker
Parker,White,44694,40084,85946,Parker
Parmer,Asian,10,7,16,Parmer
Parmer,Black,13,12,24,Parmer
Parmer,Hispanic,1549,1354,2769,Parmer
Parmer,Other,153,128,282,Parmer
Parmer,Unknown,1474,1356,3069,Parmer
Parmer,White,674,613,1294,Parmer
Pecos,Asian,85,79,178,Pecos
Pecos,Black,289,257,469,Pecos
Pecos,Hispanic,5537,4877,10912,Pecos
Pecos,Other,923,787,1579,Pecos
Pecos,Unknown,1270,1072,2378,Pecos
Pecos,White,1610,1425,3010,Pecos
Polk,Asian,159,144,302,Polk
Polk,Black,2284,2010,4304,Polk
Polk,Hispanic,2348,1960,4242,Polk
Polk,Other,3069,2751,6150,Polk
Polk,Unknown,1378,1141,2436,Polk
Polk,White,13534,11920,25653,Polk
Potter,Asian,2009,1647,3771,Potter
Potter,Black,3222,2675,5801,Potter
Potter,Hispanic,16750,13583,30314,Potter
Potter,Other,8419,7225,16309,Potter
Potter,Unknown,4331,3426,7973,Potter
Potter,White,19683,17074,37556,Potter
Presidio,Asian,21,21,42,Presidio
Presidio,Black,11,8,17,Presidio
Presidio,Hispanic,4851,4043,9292,Presidio
Presidio,Other,251,195,472,Presidio
Presidio,Unknown,269,222,469,Presidio
Presidio,White,1030,934,1846,Presidio
Rains,Asian,28,24,52,Rains
Rains,Black,77,59,139,Rains
Rains,Hispanic,330,282,606,Rains
Rains,Other,635,594,1321,Rains
Rains,Unknown,236,189,408,Rains
Rains,White,3388,2998,6476,Rains
Randall,Asian,1168,970,2163,Randall
Randall,Black,1253,1035,2257,Randall
Randall,Hispanic,9998,8385,18292,Randall
Randall,Other,8619,7648,17271,Randall
Randall,Unknown,6135,5240,11705,Randall
Randall,White,36988,32519,70647,Randall
Reagan,Asian,5,3,8,Reagan
Reagan,Black,11,10,18,Reagan
Reagan,Hispanic,904,808,1626,Reagan
Reagan,Other,390,364,747,Reagan
Reagan,Unknown,108,93,208,Reagan
Reagan,White,232,211,451,Reagan
Real,Asian,1,1,2,Real
Real,Black,6,6,12,Real
Real,Hispanic,237,191,438,Real
Real,Other,290,273,648,Real
Real,Unknown,71,45,114,Real
Real,White,1132,1034,2207,Real
Red River,Asian,24,21,40,Red River
Red River,Black,606,550,1057,Red River
Red River,Hispanic,239,194,420,Red River
Red River,Other,905,793,1761,Red River
Red River,Unknown,653,594,1332,Red River
Red River,White,2562,2291,4730,Red River
Reeves,Asian,64,60,138,Reeves
Reeves,Black,56,42,104,Reeves
Reeves,Hispanic,11014,4241,15504,Reeves
Reeves,Other,227,177,445,Reeves
Reeves,Unknown,2268,1847,4489,Reeves
Reeves,White,569,475,1075,Reeves
Refugio,Asian,13,11,26,Refugio
Refugio,Black,182,168,350,Refugio
Refugio,Hispanic,1488,1359,2889,Refugio
Refugio,Other,290,262,600,Refugio
Refugio,Unknown,571,508,1103,Refugio
Refugio,White,1315,1170,2537,Refugio
Roberts,Black,1,1,2,Roberts
Roberts,Hispanic,16,12,27,Roberts
Roberts,Other,18,16,37,Roberts
Roberts,Unknown,24,21,48,Roberts
Roberts,White,205,193,404,Roberts
Robertson,Asian,70,59,125,Robertson
Robertson,Black,1220,1070,2155,Robertson
Robertson,Hispanic,1285,1099,2304,Robertson
Robertson,Other,923,827,1820,Robertson
Robertson,Unknown,347,241,544,Robertson
Robertson,White,4149,3718,7592,Robertson
Rockwall,Asian,2043,1783,3874,Rockwall
Rockwall,Black,4132,3557,7791,Rockwall
Rockwall,Hispanic,10031,8377,18217,Rockwall
Rockwall,Other,8940,7909,18187,Rockwall
Rockwall,Unknown,3026,2425,5375,Rockwall
Rockwall,White,35319,30898,67122,Rockwall
Runnels,Asian,19,18,39,Runnels
Runnels,Black,50,44,93,Runnels
Runnels,Hispanic,1267,1120,2339,Runnels
Runnels,Other,310,279,596,Runnels
Runnels,Unknown,370,320,683,Runnels
Runnels,White,2629,2452,5156,Runnels
Rusk,Asian,129,111,237,Rusk
Rusk,Black,3284,2921,5976,Rusk
Rusk,Hispanic,2874,2456,5212,Rusk
Rusk,Other,3208,2816,6232,Rusk
Rusk,Unknown,1104,927,1953,Rusk
Rusk,White,11413,10112,21301,Rusk
Sabine,Asian,18,15,27,Sabine
Sabine,Black,226,191,410,Sabine
Sabine,Hispanic,92,82,166,Sabine
Sabine,Other,503,456,987,Sabine
Sabine,Unknown,474,401,881,Sabine
Sabine,White,2714,2398,5041,Sabine
San Augustine,Asian,11,7,18,San Augustine
San Augustine,Black,852,749,1616,San Augustine
San Augustine,Hispanic,191,148,338,San Augustine
San Augustine,Other,364,299,718,San Augustine
San Augustine,Unknown,287,228,507,San Augustine
San Augustine,White,2019,1781,3892,San Augustine
San Jacinto,Asian,43,41,80,San Jacinto
San Jacinto,Black,917,801,1648,San Jacinto
San Jacinto,Hispanic,1242,1073,2277,San Jacinto
San Jacinto,Other,1455,1304,2934,San Jacinto
San Jacinto,Unknown,573,459,989,San Jacinto
San Jacinto,White,5919,5265,11073,San Jacinto
San Patricio,Asian,518,463,968,San Patricio
San Patricio,Black,422,352,737,San Patricio
San Patricio,Hispanic,17302,14731,32512,San Patricio
San Patricio,Other,4901,4329,9769,San Patricio
San Patricio,Unknown,2111,1719,3832,San Patricio
San Patricio,White,14319,12430,26706,San Patricio
San Saba,Asian,8,8,15,San Saba
San Saba,Black,69,59,128,San Saba
San Saba,Hispanic,426,347,763,San Saba
San Saba,Other,537,480,1018,San Saba
San Saba,Unknown,90,64,145,San Saba
San Saba,White,1191,1039,2188,San Saba
Schleicher,Asian,2,2,4,Schleicher
Schleicher,Black,15,14,26,Schleicher
Schleicher,Hispanic,542,489,1039,Schleicher
Schleicher,Other,87,75,176,Schleicher
Schleicher,Unknown,185,177,339,Schleicher
Schleicher,White,486,459,969,Schleicher
Scurry,Asian,47,35,80,Scurry
Scurry,Black,269,238,447,Scurry
Scurry,Hispanic,2664,2217,4803,Scurry
Scurry,Other,696,594,1169,Scurry
Scurry,Unknown,503,397,899,Scurry
Scurry,White,4265,3817,8034,Scurry
Shackelford,Asian,4,1,5,Shackelford
Shackelford,Black,2,2,4,Shackelford
Shackelford,Hispanic,128,111,259,Shackelford
Shackelford,Other,83,79,177,Shackelford
Shackelford,Unknown,90,79,170,Shackelford
Shackelford,White,920,810,1776,Shackelford
Shelby,Asian,163,147,297,Shelby
Shelby,Black,1690,1458,3117,Shelby
Shelby,Hispanic,1408,1126,2402,Shelby
Shelby,Other,994,854,1892,Shelby
Shelby,Unknown,837,625,1404,Shelby
Shelby,White,4807,4149,8957,Shelby
Sherman,Asian,1,1,2,Sherman
Sherman,Black,6,6,13,Sherman
Sherman,Hispanic,513,394,854,Sherman
Sherman,Other,77,37,115,Sherman
Sherman,Unknown,150,130,283,Sherman
Sherman,White,409,320,719,Sherman
Smith,Asian,2245,2013,4370,Smith
Smith,Black,15866,13927,30711,Smith
Smith,Hispanic,16596,14050,30612,Smith
Smith,Other,12088,10955,25564,Smith
Smith,Unknown,11158,9637,20521,Smith
Smith,White,52268,46905,103079,Smith
Somervell,Asian,41,38,79,Somervell
Somervell,Black,8,7,16,Somervell
Somervell,Hispanic,466,420,842,Somervell
Somervell,Other,732,662,1548,Somervell
Somervell,Unknown,186,161,356,Somervell
Somervell,White,2564,2316,4789,Somervell
Starr,Asian,37,32,69,Starr
Starr,Black,20,17,37,Starr
Starr,Hispanic,41295,37128,76918,Starr
Starr,Other,2396,2016,4510,Starr
Starr,Unknown,2051,1808,3790,Starr
Starr,White,4198,3694,7827,Starr
Stephens,Asian,39,35,73,Stephens
Stephens,Black,116,107,186,Stephens
Stephens,Hispanic,533,463,914,Stephens
Stephens,Other,335,291,583,Stephens
Stephens,Unknown,312,266,551,Stephens
Stephens,White,2092,1908,3809,Stephens
Sterling,Asian,1,0,1,Sterling
Sterling,Black,5,4,9,Sterling
Sterling,Hispanic,174,153,338,Sterling
Sterling,Other,89,78,173,Sterling
Sterling,Unknown,19,11,30,Sterling
Sterling,White,238,200,463,Sterling
Stonewall,Asian,8,8,14,Stonewall
Stonewall,Black,5,5,9,Stonewall
Stonewall,Hispanic,77,67,144,Stonewall
Stonewall,Other,18,16,37,Stonewall
Stonewall,Unknown,86,80,176,Stonewall
Stonewall,White,387,352,742,Stonewall
Sutton,Asian,14,14,27,Sutton
Sutton,Black,2,2,4,Sutton
Sutton,Hispanic,920,810,1761,Sutton
Sutton,Other,118,93,211,Sutton
Sutton,Unknown,107,90,191,Sutton
Sutton,White,555,507,1112,Sutton
Swisher,Asian,10,10,19,Swisher
Swisher,Black,165,139,244,Swisher
Swisher,Hispanic,896,802,1538,Swisher
Swisher,Other,334,276,503,Swisher
Swisher,Unknown,270,230,503,Swisher
Swisher,White,1309,1178,2327,Swisher
Tarrant,Asian,76196,69779,149474,Tarrant
Tarrant,Black,140034,122113,266866,Tarrant
Tarrant,Hispanic,268118,231907,501474,Tarrant
